"_id","_labels","Att_t_client","Budgt_alloc","Client","Competitors","CrossSale","Deal_type","Forml_tend","Growth","Needs_def","Partnership","Posit_statm","Purch_dept","RFI","RFP","Scope","Source","Status","Strat_deal","Up_sale","authority","comp_size","name","product","seller","_start","_end","_type"
"141",":Sale","Strategic account","No","Current","No","Yes","Project","No","Stable","No","No","Yes","No","No","No","Low","Joint past","Lost","Very important","No","Mid","Big","id-1146","Product C","Seller 1",,,
"142",":Sale","Normal","No","Current","No","No","Solution","No","Stable","Yes","No","Neutral","Yes","Yes","Yes","Clear","Joint past","Lost","Unimportant","Yes","Mid","Big","id-1152","Product D","Seller 2",,,
"143",":Sale","Normal","Yes","New","Yes","No","Solution","No","Stable","Yes","No","Neutral","Yes","Yes","Yes","Clear","Media","Lost","Average important","No","High","Small","id-1153","Product D","Seller 2",,,
"144",":Sale","Normal","No","New","Yes","No","Solution","No","Stable","Yes","No","Neutral","Yes","Yes","Yes","Clear","Referral","Lost","Average important","No","Mid","Big","id-1154","Product D","Seller 2",,,
"145",":Sale","Normal","Unknown","New","Unknown","No","Solution","Yes","Unknown","No","No","Neutral","No","No","No","Low","Media","Lost","Average important","No","Mid","Mid","id-1159","Product D","Seller 2",,,
"146",":Sale","Normal","No","Current","Yes","No","Project","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Lost","Average important","Yes","Mid","Big","id-1160","Product D","Seller 2",,,
"147",":Sale","First deal","Yes","New","Yes","No","Solution","No","Growth","Yes","No","Neutral","Unknown","Yes","Yes","Clear","Direct mail","Lost","Unimportant","No","High","Mid","id-1172","Product D","Seller 2",,,
"148",":Sale","Normal","No","New","Yes","No","Project","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Joint past","Lost","Average important","No","Mid","Small","id-1174","Product C","Seller 9",,,
"149",":Sale","Normal","Yes","New","Yes","No","Solution","Yes","Stable","Yes","Yes","Neutral","No","Yes","Yes","Clear","Referral","Lost","Average important","No","Mid","Mid","id-1184","Product D","Seller 2",,,
"150",":Sale","Normal","No","New","Yes","No","Solution","No","Slow down","Yes","No","Neutral","No","Yes","Yes","Clear","Referral","Lost","Unimportant","No","Mid","Mid","id-1186","Product D","Seller 2",,,
"151",":Sale","Normal","Unknown","New","Yes","No","Solution","Yes","Stable","Yes","Yes","Neutral","No","Yes","Yes","Clear","Referral","Lost","Average important","No","Mid","Small","id-1188","Product D","Seller 2",,,
"152",":Sale","First deal","Unknown","New","Yes","No","Solution","No","Unknown","Info gathering","No","Neutral","Unknown","No","Yes","Few questions","Online form","Lost","Unimportant","No","Low","Mid","id-1192","Product D","Seller 2",,,
"153",":Sale","Normal","No","Current","No","No","Solution","No","Stable","Yes","Yes","Neutral","Yes","Yes","Yes","Clear","Joint past","Lost","Average important","Yes","Mid","Big","id-1194","Product D","Seller 2",,,
"154",":Sale","Strategic account","Yes","New","Yes","No","Solution","Yes","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Lost","Very important","No","Mid","Big","id-1196","Product D","Seller 1",,,
"155",":Sale","Normal","Yes","New","Yes","No","Solution","Yes","Stable","Yes","No","Neutral","Unknown","Yes","Yes","Clear","Media","Lost","Average important","No","Mid","Big","id-1197","Product D","Seller 2",,,
"156",":Sale","Strategic account","Yes","Current","No","Yes","Solution","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Lost","Very important","No","Mid","Big","id-1198","Product D","Seller 1",,,
"157",":Sale","Normal","No","Current","No","No","Solution","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Joint past","Lost","Average important","Yes","Mid","Big","id-1202","Product D","Seller 9",,,
"158",":Sale","Normal","No","New","No","No","Solution","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Referral","Lost","Average important","No","Mid","Big","id-1207","Product D","Seller 2",,,
"159",":Sale","Normal","No","Current","No","No","Solution","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Joint past","Lost","Average important","Yes","Mid","Big","id-1210","Product D","Seller 10",,,
"160",":Sale","Normal","Yes","New","Yes","No","Solution","Yes","Stable","Yes","Yes","Neutral","Yes","No","Yes","Clear","Referral","Lost","Average important","No","Mid","Mid","id-1218","Product D","Seller 2",,,
"161",":Sale","Normal","No","New","No","No","Solution","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Joint past","Lost","Average important","No","Mid","Mid","id-1223","Product D","Seller 9",,,
"162",":Sale","Normal","No","New","No","No","Solution","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Media","Lost","Average important","No","Mid","Mid","id-1225","Product D","Seller 2",,,
"163",":Sale","Normal","No","New","No","No","Solution","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Referral","Lost","Average important","No","Mid","Big","id-1228","Product D","Seller 1",,,
"164",":Sale","Normal","No","Current","No","No","Solution","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Joint past","Lost","Average important","Yes","Mid","Big","id-1387","Product D","Seller 9",,,
"165",":Sale","Normal","Yes","Past","No","No","Solution","No","Growth","Yes","No","Neutral","Yes","Yes","Yes","Clear","Joint past","Lost","Average important","Yes","High","Mid","id-1388","Product D","Seller 2",,,
"166",":Sale","Normal","No","Current","No","No","Solution","No","Stable","Yes","No","Neutral","Yes","Yes","Yes","Clear","Joint past","Lost","Average important","Yes","Mid","Small","id-1391","Product D","Seller 1",,,
"167",":Sale","First deal","Yes","New","Yes","No","Project","No","Growth","Info gathering","No","Neutral","No","Yes","Yes","Few questions","Referral","Lost","Very important","No","Mid","Mid","id-1029","Product C","Seller 1",,,
"168",":Sale","First deal","Yes","New","Yes","No","Solution","No","Growth","Yes","No","Neutral","Unknown","Yes","Yes","Clear","Direct mail","Lost","Unimportant","No","High","Mid","id-1032","Product D","Seller 2",,,
"169",":Sale","First deal","Yes","New","Yes","No","Solution","No","Stable","Yes","No","Neutral","Unknown","Yes","No","Few questions","Direct mail","Lost","Unimportant","No","Mid","Mid","id-1033","Product D","Seller 2",,,
"170",":Sale","First deal","Yes","New","Yes","No","Solution","No","Growth","Yes","No","Neutral","Unknown","Yes","Yes","Clear","Direct mail","Lost","Average important","No","High","Big","id-1035","Product D","Seller 2",,,
"171",":Sale","First deal","Unknown","New","Yes","No","Solution","No","Stable","Yes","No","Neutral","Unknown","No","Yes","Clear","Direct mail","Lost","Unimportant","No","Mid","Big","id-1036","Product D","Seller 2",,,
"172",":Sale","Strategic account","Yes","New","Yes","No","Solution","Yes","Stable","Yes","No","Neutral","Yes","Yes","Yes","Clear","Referral","Lost","Very important","No","Mid","Big","id-1039","Product D","Seller 1",,,
"173",":Sale","First deal","No","New","Unknown","No","Project","No","Stable","Yes","No","Neutral","No","No","No","Clear","Joint past","Lost","Unimportant","No","Mid","Small","id-1050","Product C","Seller 9",,,
"174",":Sale","First deal","Yes","New","Yes","No","Solution","No","Stable","Yes","No","Neutral","Unknown","Yes","Yes","Clear","Online form","Lost","Average important","No","Mid","Mid","id-1054","Product D","Seller 2",,,
"175",":Sale","Strategic account","Yes","Current","No","No","Project","No","Stable","Yes","No","Neutral","Yes","Yes","Yes","Clear","Joint past","Lost","Very important","Yes","Mid","Big","id-1407","Product D","Seller 1",,,
"176",":Sale","Normal","No","Past","No","No","Solution","No","Stable","Yes","No","Neutral","Unknown","Yes","Yes","Clear","Joint past","Lost","Unimportant","Yes","Mid","Mid","id-1409","Product D","Seller 2",,,
"177",":Sale","Normal","Yes","New","Yes","No","Solution","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Unknown","Lost","Average important","No","Mid","Mid","id-1414","Product D","Seller 9",,,
"178",":Sale","Normal","No","New","No","No","Project","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Referral","Lost","Average important","No","Mid","Mid","id-1418","Product C","Seller 1",,,
"179",":Sale","Normal","Yes","New","Yes","No","Solution","Yes","Stable","Yes","No","Neutral","Yes","No","Yes","Clear","Joint past","Lost","Average important","No","Mid","Mid","id-1419","Product D","Seller 9",,,
"180",":Sale","Strategic account","No","Current","No","No","Project","No","Stable","Yes","No","Neutral","Yes","Yes","Yes","Clear","Joint past","Lost","Very important","Yes","Mid","Big","id-1428","Product D","Seller 1",,,
"181",":Sale","First deal","Unknown","New","Yes","No","Solution","No","Stable","Yes","No","Neutral","Unknown","Yes","Yes","Clear","Direct mail","Lost","Average important","No","Low","Mid","id-1444","Product D","Seller 2",,,
"182",":Sale","First deal","Unknown","New","Yes","No","Solution","No","Growth","Yes","No","Neutral","Unknown","Yes","Yes","Clear","Direct mail","Lost","Average important","No","Mid","Mid","id-1445","Product D","Seller 2",,,
"183",":Sale","Strategic account","Yes","Current","Yes","Yes","Project","No","Stable","No","No","Neutral","No","No","No","Low","Joint past","Lost","Average important","No","Mid","Big","id-1148","Product E","Seller 1",,,
"184",":Sale","Normal","No","New","Yes","No","Project","No","Stable","No","No","Neutral","No","No","No","Low","Joint past","Lost","Unimportant","No","Mid","Mid","id-1191","Product E","Seller 9",,,
"185",":Sale","Strategic account","No","Current","No","No","Project","No","Stable","Yes","No","Neutral","Yes","Yes","Yes","Clear","Joint past","Lost","Very important","Yes","Mid","Big","id-1248","Product E","Seller 1",,,
"186",":Sale","Normal","No","New","No","No","Project","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Joint past","Lost","Average important","No","Mid","Mid","id-1270","Product E","Seller 9",,,
"187",":Sale","Normal","No","Current","No","No","Maintenance","No","Growth","Yes","No","Yes","No","No","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Small","id-1008","Product I","Seller 1",,,
"188",":Sale","Normal","No","Current","No","No","Project","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1021","Product N","Seller 1",,,
"189",":Sale","Bad client","No","Current","No","No","Project","No","Growth","Yes","No","No","No","No","No","Clear","Joint past","Won","Unimportant","Yes","High","Mid","id-1046","Product N","Seller 1",,,
"190",":Sale","Normal","No","Current","No","Yes","Project","No","Growth","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Won","Average important","No","Mid","Small","id-1048","Product I","Seller 1",,,
"191",":Sale","Normal","Yes","Current","No","No","Maintenance","No","Growth","Yes","No","Neutral","No","No","No","Clear","Joint past","Won","Average important","Yes","High","Big","id-1069","Product P","Seller 13",,,
"192",":Sale","Strategic account","No","Current","No","No","Project","No","Stable","Yes","No","Yes","Yes","No","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1076","Product I","Seller 1",,,
"193",":Sale","Normal","Yes","Current","No","No","Project","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1093","Product N","Seller 1",,,
"194",":Sale","Strategic account","No","Current","No","No","Project","No","Stable","Yes","No","Neutral","Yes","Yes","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Big","id-1096","Product I","Seller 1",,,
"195",":Sale","Strategic account","Yes","New","Yes","Yes","Project","No","Stable","Yes","No","Yes","No","Yes","Yes","Clear","Joint past","Won","Very important","No","Mid","Mid","id-1128","Product I","Seller 1",,,
"196",":Sale","Strategic account","Yes","Current","Yes","Yes","Project","Yes","Growth","Yes","No","Yes","Yes","Yes","Yes","Clear","Joint past","Won","Very important","No","Mid","Big","id-1140","Product I","Seller 1",,,
"197",":Sale","Strategic account","Yes","Current","No","No","Project","No","Stable","Yes","Yes","Neutral","No","Yes","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Mid","id-1231","Product A","Seller 1",,,
"198",":Sale","Strategic account","Yes","Current","No","No","Project","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Big","id-1251","Product A","Seller 1",,,
"199",":Sale","Strategic account","Yes","Current","No","No","Project","No","Stable","Yes","Yes","Neutral","No","Yes","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Big","id-1307","Product A","Seller 1",,,
"200",":Sale","Strategic account","Yes","Current","No","No","Project","No","Stable","Yes","Yes","Neutral","No","Yes","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Big","id-1347","Product A","Seller 1",,,
"201",":Sale","Strategic account","Yes","Current","No","No","Project","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Big","id-1371","Product A","Seller 1",,,
"202",":Sale","Strategic account","Yes","Current","No","No","Project","No","Stable","Yes","No","Yes","No","No","No","Clear","Joint past","Won","Average important","Yes","Mid","Mid","id-1133","Product A","Seller 6",,,
"203",":Sale","Strategic account","Yes","Current","No","No","Project","No","Stable","Yes","No","Yes","No","No","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Mid","id-1134","Product A","Seller 6",,,
"204",":Sale","Strategic account","Yes","Current","No","No","Maintenance","Yes","Stable","Yes","No","Yes","No","No","Yes","Clear","Joint past","Won","Very important","Yes","High","Big","id-1110","Product A","Seller 3",,,
"205",":Sale","First deal","Unknown","New","Yes","No","Project","No","Stable","Yes","Yes","Neutral","Unknown","No","Yes","Clear","Referral","Won","Very important","No","Mid","Mid","id-1007","Product B","Seller 1",,,
"206",":Sale","First deal","Yes","New","Unknown","No","Project","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Event","Won","Average important","No","High","Small","id-1012","Product B","Seller 1",,,
"207",":Sale","Strategic account","No","Current","No","No","Project","No","Stable","No","No","Yes","Yes","No","Yes","Low","Joint past","Won","Very important","Yes","Mid","Big","id-1053","Product B","Seller 1",,,
"208",":Sale","Normal","No","Current","Yes","No","Project","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Mid","id-1106","Product B","Seller 1",,,
"209",":Sale","Strategic account","No","Current","No","No","Solution","No","Growth","Yes","No","Yes","No","No","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Big","id-1121","Product B","Seller 1",,,
"210",":Sale","Strategic account","No","Current","No","No","Project","No","Stable","Yes","No","Yes","No","Yes","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Big","id-1147","Product B","Seller 1",,,
"211",":Sale","Strategic account","No","Current","No","No","Project","No","Stable","Yes","No","Yes","Yes","No","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1166","Product B","Seller 1",,,
"212",":Sale","Strategic account","Yes","Current","No","No","Project","No","Stable","Yes","Yes","Neutral","Yes","Yes","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1168","Product B","Seller 1",,,
"213",":Sale","Normal","No","Current","No","Yes","Project","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Joint past","Won","Average important","No","Mid","Mid","id-1171","Product B","Seller 1",,,
"214",":Sale","Normal","No","New","Yes","No","Project","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Referral","Won","Average important","No","Mid","Big","id-1214","Product B","Seller 1",,,
"215",":Sale","Strategic account","No","Current","Yes","Yes","Project","No","Stable","Yes","No","Yes","Yes","No","Yes","Clear","Joint past","Won","Very important","No","Mid","Big","id-1226","Product B","Seller 1",,,
"216",":Sale","Strategic account","No","Current","No","No","Project","No","Stable","Yes","No","Yes","No","Yes","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1227","Product B","Seller 1",,,
"217",":Sale","Strategic account","No","Current","No","No","Project","No","Stable","Yes","No","Neutral","Yes","Yes","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Big","id-1343","Product B","Seller 1",,,
"218",":Sale","Strategic account","Unknown","Current","Yes","No","Project","No","Stable","Yes","Yes","Neutral","No","No","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Big","id-1368","Product B","Seller 1",,,
"219",":Sale","Strategic account","No","Current","No","No","Project","No","Stable","Yes","No","Neutral","Yes","Yes","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Big","id-1370","Product B","Seller 1",,,
"220",":Sale","Strategic account","Yes","New","No","No","Project","No","Stable","Yes","Yes","Neutral","No","Yes","Yes","Clear","Referral","Won","Very important","No","Mid","Big","id-1373","Product B","Seller 1",,,
"221",":Sale","Strategic account","No","Current","No","No","Project","No","Stable","Yes","No","Neutral","Yes","Yes","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Big","id-1396","Product B","Seller 1",,,
"222",":Sale","Strategic account","No","Current","Yes","No","Project","No","Stable","Yes","Yes","Neutral","No","No","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Big","id-1405","Product B","Seller 1",,,
"223",":Sale","Strategic account","No","Current","No","No","Project","No","Stable","Yes","No","Neutral","Yes","Yes","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Big","id-1421","Product B","Seller 1",,,
"224",":Sale","First deal","No","New","No","No","Project","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Event","Won","Average important","No","Mid","Big","id-1068","Product C","Seller 1",,,
"225",":Sale","Normal","Yes","Current","No","No","Maintenance","No","Stable","Yes","Yes","Neutral","No","No","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1091","Product C","Seller 14",,,
"226",":Sale","Strategic account","Yes","Current","No","No","Project","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1208","Product C","Seller 1",,,
"227",":Sale","Strategic account","Yes","Current","No","No","Project","No","Stable","Yes","No","Neutral","Yes","Yes","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1224","Product C","Seller 1",,,
"228",":Sale","Strategic account","No","Current","No","No","Project","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Big","id-1329","Product C","Seller 1",,,
"229",":Sale","Normal","Yes","Current","No","No","Project","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1334","Product C","Seller 1",,,
"230",":Sale","Strategic account","Yes","Current","No","Yes","Project","No","Growth","Yes","Yes","Yes","Yes","Yes","Yes","Clear","Joint past","Won","Very important","No","Mid","Big","id-1367","Product C","Seller 1",,,
"231",":Sale","Strategic account","No","Current","Yes","No","Project","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1415","Product C","Seller 1",,,
"232",":Sale","Strategic account","No","Current","No","Yes","Project","No","Stable","Info gathering","Yes","Yes","No","No","Yes","Few questions","Joint past","Won","Average important","No","Mid","Big","id-1003","Product F","Seller 1",,,
"233",":Sale","Normal","Yes","Current","No","No","Project","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Won","Average important","Yes","Low","Big","id-1022","Product D","Seller 2",,,
"234",":Sale","Normal","No","Current","No","No","Project","No","Stable","Yes","No","Yes","Yes","Yes","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Big","id-1024","Product F","Seller 1",,,
"235",":Sale","Normal","Yes","Current","No","No","Project","No","Stable","Yes","No","Neutral","Unknown","Yes","Yes","Clear","Joint past","Won","Average important","Yes","Low","Big","id-1025","Product D","Seller 2",,,
"236",":Sale","Normal","Yes","Current","No","No","Project","No","Stable","Yes","No","Neutral","Yes","Yes","Yes","Clear","Joint past","Won","Average important","Yes","Low","Mid","id-1030","Product D","Seller 2",,,
"237",":Sale","Normal","Yes","Current","No","No","Project","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Won","Average important","Yes","Low","Big","id-1031","Product D","Seller 2",,,
"238",":Sale","Normal","No","Current","No","No","Solution","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Mid","id-1114","Product D","Seller 2",,,
"239",":Sale","Normal","Yes","Current","No","No","Solution","No","Stable","Yes","No","Neutral","Yes","Yes","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1138","Product D","Seller 2",,,
"240",":Sale","Normal","Yes","Current","No","No","Solution","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1141","Product D","Seller 2",,,
"241",":Sale","Strategic account","Yes","Current","No","No","Solution","No","Stable","Yes","No","Yes","Yes","Yes","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Big","id-1144","Product D","Seller 1",,,
"242",":Sale","Normal","No","Current","No","No","Solution","No","Stable","Yes","No","Neutral","Yes","Yes","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Mid","id-1145","Product D","Seller 2",,,
"243",":Sale","Normal","No","Current","No","No","Solution","No","Stable","Yes","No","Neutral","Yes","Yes","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1155","Product D","Seller 2",,,
"244",":Sale","Normal","Yes","New","Yes","No","Solution","No","Stable","Yes","No","Neutral","Yes","Yes","Yes","Clear","Joint past","Won","Average important","No","Mid","Mid","id-1163","Product D","Seller 2",,,
"245",":Sale","Normal","No","Current","No","No","Solution","No","Stable","Yes","No","Neutral","Yes","No","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1164","Product D","Seller 1",,,
"246",":Sale","Normal","No","Current","No","No","Solution","No","Stable","Yes","No","Neutral","Yes","No","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1259","Product D","Seller 9",,,
"247",":Sale","Normal","No","Current","No","No","Solution","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1260","Product D","Seller 9",,,
"248",":Sale","Normal","No","Current","No","No","Solution","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1261","Product D","Seller 9",,,
"249",":Sale","Normal","Yes","Current","No","Yes","Project","No","Stable","Yes","No","Neutral","Yes","Yes","Yes","Clear","Joint past","Won","Average important","No","Mid","Big","id-1262","Product E","Seller 1",,,
"250",":Sale","Strategic account","Yes","Current","No","No","Project","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Big","id-1263","Product D","Seller 1",,,
"251",":Sale","Normal","No","Current","No","No","Solution","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1273","Product D","Seller 10",,,
"252",":Sale","Normal","Yes","New","No","No","Project","Yes","Stable","Yes","Yes","Neutral","Yes","Yes","Yes","Clear","Referral","Won","Average important","No","Mid","Mid","id-1283","Product F","Seller 4",,,
"253",":Sale","Strategic account","Yes","Current","No","No","Solution","No","Stable","Yes","No","Yes","No","No","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1308","Product D","Seller 9",,,
"254",":Sale","Normal","Yes","Current","No","No","Project","No","Unknown","Yes","No","No","Yes","Yes","Yes","Clear","Joint past","Won","Average important","Yes","Low","Mid","id-1315","Product D","Seller 2",,,
"255",":Sale","First deal","No","New","No","No","Project","No","Stable","No","Yes","Neutral","No","No","No","Low","Joint past","Won","Average important","No","Mid","Big","id-1330","Product F","Seller 7",,,
"256",":Sale","Strategic account","Yes","Current","No","Yes","Project","No","Stable","Yes","Yes","Neutral","No","No","Yes","Clear","Joint past","Won","Very important","No","Mid","Big","id-1331","Product F","Seller 4",,,
"257",":Sale","Normal","No","Current","No","No","Solution","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1351","Product D","Seller 1",,,
"258",":Sale","Normal","No","Current","No","No","Solution","No","Stable","Yes","No","Neutral","Yes","Yes","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Small","id-1356","Product D","Seller 1",,,
"259",":Sale","Strategic account","Yes","Current","No","No","Project","No","Stable","Yes","No","Neutral","Yes","Yes","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Big","id-1358","Product D","Seller 1",,,
"260",":Sale","First deal","Yes","New","No","No","Project","No","Stable","Yes","Yes","Yes","No","No","No","Clear","Joint past","Won","Average important","No","Mid","Big","id-1366","Product F","Seller 4",,,
"261",":Sale","Normal","Unknown","Current","No","No","Solution","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1378","Product D","Seller 1",,,
"262",":Sale","Normal","No","Current","No","No","Solution","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1382","Product D","Seller 1",,,
"263",":Sale","Strategic account","Yes","New","Yes","No","Project","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Referral","Won","Very important","No","Mid","Big","id-1416","Product F","Seller 1",,,
"264",":Sale","Normal","No","Current","No","No","Solution","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Big","id-1424","Product D","Seller 9",,,
"265",":Sale","Normal","Yes","Current","No","No","Maintenance","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Mid","id-1432","Product D","Seller 1",,,
"266",":Sale","Strategic account","Yes","Current","No","No","Project","No","Stable","Yes","No","Neutral","Yes","Yes","Yes","Clear","Joint past","Won","Very important","Yes","Mid","Big","id-1437","Product D","Seller 1",,,
"267",":Sale","Normal","No","Current","No","No","Solution","No","Stable","Yes","No","Neutral","Yes","Yes","Yes","Clear","Joint past","Won","Average important","Yes","Mid","Small","id-1439","Product D","Seller 1",,,
"268",":Sale","Normal","No","Current","No","Yes","Project","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Lost","Average important","No","Mid","Big","id-1041","Product B","Seller 1",,,
"269",":Sale","First deal","Unknown","New","Yes","No","Project","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Referral","Lost","Average important","No","Mid","Mid","id-1058","Product B","Seller 1",,,
"270",":Sale","Strategic account","Yes","Current","Yes","Yes","Project","No","Growth","Yes","No","Yes","No","Yes","No","Clear","Joint past","Lost","Very important","No","Mid","Big","id-1071","Product A","Seller 14",,,
"271",":Sale","Strategic account","Yes","Current","No","No","Maintenance","No","Stable","Yes","No","Neutral","Yes","Yes","Yes","Clear","Joint past","Lost","Average important","Yes","Mid","Big","id-1072","Product B","Seller 1",,,
"272",":Sale","Normal","Yes","New","Yes","No","Project","Yes","Unknown","Yes","No","Neutral","Yes","Yes","Yes","Clear","Referral","Lost","Average important","No","Low","Big","id-1126","Product B","Seller 11",,,
"273",":Sale","Normal","Yes","Current","Yes","No","Project","Yes","Stable","Yes","No","Yes","Yes","Yes","Yes","Clear","Joint past","Lost","Average important","Yes","Mid","Mid","id-1127","Product A","Seller 11",,,
"274",":Sale","Strategic account","No","Current","No","No","Project","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Lost","Very important","Yes","Mid","Big","id-1149","Product B","Seller 9",,,
"275",":Sale","Normal","Yes","New","Yes","No","Project","Yes","Stable","Yes","No","Neutral","Yes","Yes","Yes","Clear","Joint past","Lost","Average important","No","Mid","Mid","id-1150","Product B","Seller 9",,,
"276",":Sale","Normal","No","New","Yes","No","Project","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Media","Lost","Average important","No","High","Big","id-1161","Product B","Seller 9",,,
"277",":Sale","Normal","No","New","Yes","No","Project","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Media","Lost","Unimportant","No","High","Small","id-1167","Product B","Seller 9",,,
"278",":Sale","Normal","No","New","Yes","No","Project","No","Stable","Yes","No","Neutral","No","Yes","Yes","Clear","Joint past","Lost","Average important","Yes","Mid","Mid","id-1169","Product B","Seller 1",,,
"279",":Sale","Normal","No","New","No","No","Project","No","Stable","Yes","No","Neutral","No","No","Yes","Clear","Joint past","Lost","Unimportant","No","Mid","Mid","id-1175","Product B","Seller 9",,,
"280",":Sale","Strategic account","Yes","Current","Yes","Yes","Project","Yes","Stable","Yes","No","Yes","No","Yes","Yes","Clear","Joint past","Lost","Very important","No","Mid","Big","id-1185","Product A","Seller 14",,,
